0	2430
2	2532
4	2540
6	2540
8	2539
10	2538
12	2539
14	2544
16	2541
18	2538
20	2539
22	2539
24	2544
26	2539
28	2539
30	2539
32	2540
34	2540
36	2540
38	2539
40	2538
42	2539
44	2541
46	2541
48	2539
50	2540
52	2539
54	2544
56	2540
58	2539
60	2538
62	2539
64	2544
66	2540
68	2539
70	2539
72	2539
74	2541
76	2540
78	2538
80	2538
82	2538
84	2540
86	2540
88	2538
90	2537
92	2539
94	2539
96	2539
98	2539
100	2538
102	2539
104	2539
106	2539
108	2538
110	2537
112	2537
114	2539
116	2539
118	2538
120	2537
122	2538
124	2538
126	2539
128	2538
130	2537
132	2537
134	2539
136	2539
138	2537
140	2536
142	2537
144	2539
146	2538
148	2537
150	2537
152	2537
154	2539
156	2538
158	2537
160	2536
162	2537
164	2537
166	2538
168	2537
170	2536
172	2536
174	2538
176	2538
178	2538
180	2536
182	2537
184	2537
186	2537
188	2536
190	2536
192	2536
194	2538
196	2538
198	2536
200	2535
202	2536
204	2537
206	2536
208	2535
210	2535
212	2535
214	2537
216	2538
218	2536
220	2536
222	2536
224	2538
226	2537
228	2536
230	2536
232	2536
234	2537
236	2538
238	2536
240	2535
242	2536
244	2538
246	2538
248	2536
250	2544
252	2535
254	2536
256	2537
258	2535
260	2535
262	2535
264	2538
266	2536
268	2535
270	2535
272	2535
274	2536
276	2537
278	2535
280	2536
282	2535
284	2537
286	2537
288	2535
290	2535
292	2536
294	2536
296	2537
298	2535
300	2536
302	2536
304	2537
306	2536
308	2535
310	2535
312	2535
314	2537
316	2536
318	2535
320	2534
322	2535
324	2537
326	2537
328	2535
330	2535
332	2536
334	2538
336	2536
338	2535
340	2536
342	2535
344	2538
346	2537
348	2535
350	2535
352	2535
354	2537
356	2536
358	2534
360	2535
362	2536
364	2536
366	2536
368	2535
370	2535
372	2535
374	2538
376	2535
378	2536
380	2533
382	2535
384	2536
386	2535
388	2535
390	2534
392	2535
394	2537
396	2537
398	2535
400	2535
402	2536
404	2536
406	2536
408	2535
410	2535
412	2536
414	2536
416	2537
418	2534
420	2535
422	2535
424	2537
426	2535
428	2534
430	2534
432	2535
434	2536
436	2536
438	2535
440	2534
442	2534
444	2537
446	2536
448	2534
450	2535
452	2535
454	2537
456	2536
458	2535
460	2535
462	2535
464	2537
466	2537
468	2535
470	2533
472	2535
474	2536
476	2535
478	2534
480	2535
482	2534
484	2537
486	2536
488	2535
490	2535
492	2535
494	2536
496	2535
498	2535
500	2534
502	2536
504	2535
506	2535
508	2535
510	2534
512	2534
514	2537
516	2536
518	2534
520	2528
522	2534
524	2536
526	2534
528	2534
530	2533
532	2535
534	2534
536	2535
538	2535
540	2535
542	2535
544	2537
546	2536
548	2535
550	2534
552	2535
554	2537
556	2536
558	2533
560	2534
562	2535
564	2537
566	2536
568	2534
570	2534
572	2535
574	2536
576	2535
578	2535
580	2534
582	2535
584	2537
586	2536
588	2534
590	2534
592	2535
594	2538
596	2535
598	2535
600	2534
602	2535
604	2536
606	2537
608	2535
610	2535
612	2534
614	2537
616	2536
618	2534
620	2534
622	2535
624	2536
626	2536
628	2534
630	2535
632	2535
634	2536
636	2536
638	2534
640	2534
642	2535
644	2537
646	2536
648	2534
650	2533
652	2535
654	2536
656	2535
658	2533
660	2533
662	2535
664	2536
666	2534
668	2535
670	2535
672	2534
674	2537
676	2533
678	2534
680	2533
682	2535
684	2536
686	2535
688	2531
690	2534
692	2535
694	2536
696	2535
698	2535
700	2535
702	2535
704	2536
706	2533
708	2534
710	2534
712	2535
714	2536
716	2535
718	2534
720	2535
722	2535
724	2535
726	2535
728	2534
730	2533
732	2535
734	2536
736	2535
738	2534
740	2533
742	2533
744	2536
746	2535
748	2534
750	2533
752	2534
754	2535
756	2535
758	2535
760	2533
762	2535
764	2536
766	2534
768	2534
770	2534
772	2534
774	2535
776	2536
778	2533
780	2533
782	2534
784	2535
786	2535
788	2534
790	2534
792	2534
794	2536
796	2535
798	2534
800	2531
802	2534
804	2536
806	2534
808	2533
810	2536
812	2533
814	2534
816	2533
818	2534
820	2533
822	2534
824	2535
826	2535
828	2533
830	2533
832	2534
834	2535
836	2534
838	2534
840	2533
842	2535
844	2528
846	2534
848	2533
850	2533
852	2534
854	2536
856	2534
858	2533
860	2534
862	2535
864	2535
866	2535
868	2534
870	2533
872	2534
874	2536
876	2535
878	2534
880	2533
882	2534
884	2536
886	2532
888	2533
890	2534
892	2533
894	2535
896	2535
898	2533
900	2533
902	2534
904	2534
906	2534
908	2534
910	2533
912	2533
914	2536
916	2535
918	2533
920	2533
922	2533
924	2536
926	2534
928	2535
930	2534
932	2534
934	2535
936	2535
938	2534
940	2534
942	2533
944	2536
946	2536
948	2534
950	2533
952	2534
954	2536
956	2535
958	2534
960	2532
962	2535
964	2536
966	2535
968	2534
970	2533
972	2534
974	2536
976	2534
978	2534
980	2533
982	2535
984	2535
986	2534
988	2532
990	2532
992	2534
994	2537
996	2535
998	2534
1000	2533
1003	2531
1006	2531
1009	2530
1012	2530
1015	2532
1018	2529
1021	2530
1024	2532
1027	2531
1030	2530
1033	2532
1036	2531
1039	2529
1042	2532
1045	2532
1048	2531
1051	2531
1054	2531
1057	2531
1060	2529
1063	2532
1066	2532
1069	2530
1072	2529
1075	2532
1078	2530
1081	2529
1084	2533
1087	2530
1090	2529
1093	2532
1096	2532
1099	2530
1102	2530
1105	2532
1108	2530
1111	2531
1114	2532
1117	2531
1120	2531
1123	2531
1126	2531
1129	2530
1132	2530
1135	2532
1138	2529
1141	2530
1144	2532
1147	2530
1150	2530
1153	2531
1156	2532
1159	2529
1162	2531
1165	2532
1168	2530
1171	2530
1174	2532
1177	2531
1180	2530
1183	2531
1186	2531
1189	2530
1192	2531
1195	2533
1198	2530
1201	2530
1204	2532
1207	2530
1210	2530
1213	2533
1216	2531
1219	2530
1222	2531
1225	2532
1228	2530
1231	2530
1234	2532
1237	2531
1240	2530
1243	2531
1246	2531
1249	2530
1252	2531
1255	2533
1258	2531
1261	2530
1264	2531
1267	2531
1270	2530
1273	2531
1276	2532
1279	2530
1282	2530
1285	2532
1288	2530
1291	2531
1294	2533
1297	2531
1300	2531
1303	2533
1306	2532
1309	2530
1312	2531
1315	2532
1318	2530
1321	2530
1324	2533
1327	2530
1330	2530
1333	2532
1336	2531
1339	2530
1342	2531
1345	2532
1348	2530
1351	2531
1354	2533
1357	2531
1360	2530
1363	2532
1366	2532
1369	2531
1372	2533
1375	2534
1378	2530
1381	2531
1384	2532
1387	2531
1390	2531
1393	2533
1396	2531
1399	2530
1402	2530
1405	2532
1408	2530
1411	2530
1414	2533
1417	2532
1420	2531
1423	2533
1426	2532
1429	2530
1432	2532
1435	2532
1438	2531
1441	2531
1444	2533
1447	2530
1450	2531
1453	2533
1456	2532
1459	2531
1462	2532
1465	2533
1468	2531
1471	2532
1474	2533
1477	2531
1480	2530
1483	2533
1486	2531
1489	2531
1492	2530
1495	2532
1498	2530
1501	2531
1504	2534
1507	2531
1510	2530
1513	2533
1516	2532
1519	2531
1522	2531
1525	2533
1528	2530
1531	2530
1534	2531
1537	2532
1540	2531
1543	2533
1546	2532
1549	2531
1552	2532
1555	2532
1558	2531
1561	2530
1564	2532
1567	2532
1570	2530
1573	2533
1576	2531
1579	2531
1582	2531
1585	2533
1588	2531
1591	2532
1594	2533
1597	2531
1600	2531
1603	2534
1606	2531
1609	2531
1612	2533
1615	2532
1618	2532
1621	2531
1624	2533
1627	2531
1630	2531
1633	2533
1636	2532
1639	2531
1642	2532
1645	2533
1648	2531
1651	2531
1654	2535
1657	2532
1660	2532
1663	2532
1666	2534
1669	2532
1672	2533
1675	2534
1678	2531
1681	2533
1684	2533
1687	2532
1690	2531
1693	2534
1696	2532
1699	2531
1702	2532
1705	2532
1708	2532
1711	2532
1714	2533
1717	2531
1720	2533
1723	2533
1726	2532
1729	2533
1732	2533
1735	2533
1738	2533
1741	2533
1744	2534
1747	2532
1750	2531
1753	2534
1756	2533
1759	2532
1762	2534
1765	2534
1768	2531
1771	2533
1774	2533
1777	2532
1780	2531
1783	2533
1786	2533
1789	2532
1792	2533
1795	2533
1798	2531
1801	2532
1804	2534
1807	2531
1810	2531
1813	2534
1816	2532
1819	2531
1822	2532
1825	2534
1828	2528
1831	2531
1834	2534
1837	2531
1840	2531
1843	2532
1846	2532
1849	2531
1852	2534
1855	2532
1858	2529
1861	2528
1864	2531
1867	2528
1870	2523
1873	2528
1876	2525
1879	2524
1882	2524
1885	2522
1888	2520
1891	2519
1894	2519
1897	2517
1900	2516
1903	2517
1906	2514
1909	2512
1912	2512
1915	2508
1918	2505
1921	2505
1924	2503
1927	2497
1930	2496
1933	2496
1936	2491
1939	2487
1942	2485
1945	2483
1948	2480
1951	2477
1954	2480
1957	2473
1960	2470
1963	2469
1966	2467
1969	2464
1972	2464
1975	2462
1978	2458
1981	2457
1984	2457
1987	2454
1990	2453
1993	2452
1996	2449
1999	2448
2002	2448
2005	2444
2008	2442
2011	2440
2014	2440
2017	2436
2020	2433
2023	2433
2026	2432
2029	2428
2032	2430
2035	2428
2038	2425
2041	2425
2044	2425
2047	2423
2050	2422
2053	2424
2056	2421
2059	2419
2062	2421
2065	2421
2068	2418
2071	2420
2074	2420
2077	2417
2080	2417
2083	2418
2086	2418
2089	2416
2092	2417
2095	2416
2098	2415
2101	2416
2104	2416
2107	2416
2110	2416
2113	2416
2116	2416
2119	2416
2122	2416
2125	2416
2128	2411
2131	2416
